tempo_s,posicao_x_px,posicao_y_px
35.75770234648329,988,891
35.791027325370976,974,890
35.82435230425866,965,888
35.85767728314634,962,888
35.89100226203402,963,888
35.924327240921706,969,889
35.95765221980939,981,890
35.99097719869707,997,893
36.02430217758475,1018,897
36.057627156472435,1044,901
36.09095213536012,1073,905
36.124277114247796,1106,909
36.15760209313548,1142,913
36.190927072023165,1180,916
36.22425205091085,1221,918
36.257577029798526,1262,919
36.29090200868621,1304,919
36.324226987573894,1345,918
36.35755196646158,1385,916
36.39087694534926,1423,913
36.42420192423694,1458,910
36.457526903124624,1490,907
36.49085188201231,1519,903
36.52417686089999,1543,899
36.55750183978767,1562,896
36.59082681867535,1577,894
36.62415179756304,1586,892
36.65747677645072,1590,892
36.6908017553384,1588,891
36.72412673422608,1580,892
36.75745171311377,1567,895
36.79077669200145,1549,898
36.82410167088913,1526,901
36.85742664977681,1499,905
36.890751628664496,1468,909
36.92407660755218,1433,912
36.957401586439865,1396,915
36.99072656532754,1357,917
37.024051544215226,1316,918
37.05737652310291,1275,918
37.090701501990594,1233,918
37.12402648087827,1193,916
37.157351459765955,1154,913
37.19067643865364,1118,910
37.224001417541324,1085,906
37.257326396429,1054,902
37.290651375316685,1028,898
37.32397635420437,1005,894
37.35730133309205,988,891
37.39062631197973,975,889
37.423951290867414,967,889
37.4572762697551,964,888
37.49060124864278,966,888
37.52392622753046,973,890
37.557251206418144,985,891
37.59057618530583,1002,894
37.62390116419351,1024,898
37.657226143081196,1050,902
37.69055112196887,1079,906
37.72387610085656,1112,910
37.75720107974424,1148,914
37.790526058631926,1187,916
37.8238510375196,1227,919
37.85717601640729,1268,919
37.89050099529497,1310,919
37.923825974182655,1350,918
37.95715095307033,1390,916
37.99047593195802,1427,913
38.0238009108457,1462,910
38.057125889733385,1493,906
38.09045086862106,1521,903
38.123775847508746,1544,899
38.15710082639643,1563,896
38.190425805284114,1577,893
38.2237507841718,1585,892
38.257075763059476,1588,891
38.29040074194716,1585,892
38.323725720834844,1577,893
38.35705069972253,1562,896
38.390375678610205,1544,899
38.42370065749789,1521,902
38.45702563638557,1493,906
38.49035061527326,1461,909
38.523675594160935,1427,912
38.55700057304862,1389,915
38.5903255519363,1350,917
38.62365053082399,1309,918
38.656975509711664,1268,918
38.69030048859935,1228,917
38.72362546748703,1188,916
38.75695044637472,1149,913
38.7902754252624,1113,909
38.82360040415008,1081,905
38.85692538303776,1052,901
38.890250361925446,1026,897
38.92357534081313,1004,894
38.95690031970081,987,891
38.99022529858849,975,890
39.023550277476176,968,889
39.05687525636386,966,889
39.09020023525154,969,889
39.12352521413922,976,891
39.156850193026905,989,892
39.19017517191459,1007,894
39.223500150802266,1029,898
39.25682512968995,1055,903
39.290150108577635,1086,907
39.32347508746532,1118,911
39.356800066352996,1155,914
39.39012504524068,1194,917
39.423450024128364,1234,918
39.45677500301605,1275,919
39.49009998190373,1316,919
39.52342496079141,1356,918
39.556749939679094,1395,915
39.59007491856678,1431,913
39.62339989745446,1466,909
39.65672487634214,1496,906
39.69004985522982,1523,902
39.72337483411751,1545,899
39.75669981300519,1563,896
39.79002479189287,1576,893
39.82334977078055,1583,892
39.85667474966824,1585,892
39.88999972855592,1582,892
39.9233247074436,1573,894
39.95664968633128,1558,896
39.989974665218966,1539,899
40.02329964410665,1515,903
40.056624622994335,1487,906
40.08994960188201,1455,910
40.123274580769696,1420,913
40.15659955965738,1382,916
40.189924538545064,1343,917
40.22324951743274,1303,918
40.256574496320425,1262,918
40.28989947520811,1222,917
40.323224454095794,1182,915
40.35654943298347,1145,912
40.389874411871155,1110,909
40.42319939075884,1078,905
40.45652436964652,1049,901
40.4898493485342,1024,897
40.523174327421884,1003,894
40.55649930630957,987,892
40.58982428519725,976,890
40.62314926408493,969,889
40.656474242972614,968,889
40.6897992218603,972,889
40.72312420074798,980,890
40.756449179635666,993,892
40.78977415852334,1012,896
40.82309913741103,1034,899
40.85642411629871,1061,904
40.889749095186396,1092,908
40.92307407407407,1125,912
40.95639905296176,1161,915
40.98972403184944,1200,917
41.023049010737125,1240,919
41.0563739896248,1281,919
41.08969896851249,1321,919
41.12302394740017,1361,917
41.156348926287855,1399,915
41.18967390517553,1436,912
41.222998884063216,1469,909
41.2563238629509,1499,905
41.289648841838584,1525,902
41.32297382072627,1546,899
41.356298799613946,1563,896
41.38962377850163,1575,893
41.422948757389314,1582,893
41.456273736277,1583,892
41.489598715164675,1578,893
41.52292369405236,1569,894
41.55624867294004,1553,897
41.58957365182773,1533,900
41.622898630715405,1509,904
41.65622360960309,1481,907
41.68954858849077,1448,910
41.72287356737846,1413,913
41.756198546266134,1376,916
41.78952352515382,1337,917
41.8228485040415,1296,918
41.85617348292919,1256,918
41.88949846181686,1216,917
41.92282344070455,1177,915
41.95614841959223,1140,912
41.989473398479916,1105,909
42.0227983773676,1074,905
42.05612335625528,1046,901
42.08944833514296,1022,897
42.122773314030646,1002,893
42.15609829291833,987,892
42.18942327180601,976,890
42.22274825069369,971,890
42.256073229581375,970,890
42.28939820846906,975,890
42.322723187356736,983,891
42.35604816624442,998,894
42.389373145132105,1016,897
42.42269812401979,1040,900
42.456023102907466,1067,905
42.48934808179515,1098,909
42.522673060682834,1131,913
42.55599803957052,1168,915
42.5893230184582,1207,917
42.62264799734588,1246,919
42.65597297623356,1287,920
42.68929795512125,1327,919
42.72262293400893,1366,917
42.75594791289661,1404,915
42.78927289178429,1440,912
42.82259787067198,1472,908
42.85592284955966,1501,905
42.88924782844734,1526,902
42.92257280733502,1547,898
42.95589778622271,1563,895
42.98922276511039,1574,893
43.02254774399807,1580,893
43.05587272288575,1580,892
43.089197701773436,1575,893
43.12252268066112,1564,895
43.1558476595488,1548,898
43.18917263843648,1528,901
43.222497617324166,1503,904
43.25582259621185,1474,908
43.289147575099534,1442,911
43.32247255398721,1407,914
43.355797532874895,1369,916
43.38912251176258,1330,918
43.42244749065026,1290,918
43.45577246953794,1250,918
43.489097448425625,1210,917
43.52242242731331,1172,915
43.55574740620099,1135,912
43.58907238508867,1102,908
43.622397363976354,1071,904
43.65572234286404,1044,900
43.68904732175172,1020,897
43.7223723006394,1001,893
43.755697279527084,987,892
43.78902225841477,977,890
43.82234723730245,972,890
43.855672216190136,973,890
43.88899719507781,977,891
43.9223221739655,987,892
43.95564715285318,1002,895
43.988972131740866,1021,897
44.02229711062854,1045,901
44.05562208951623,1073,905
44.08894706840391,1104,909
44.122272047291595,1138,912
44.15559702617927,1174,915
44.188922005066956,1213,918
44.22224698395464,1253,919
44.255571962842325,1293,919
44.28889694173,1333,918
44.322221920617686,1372,917
44.35554689950537,1409,914
44.388871878393054,1444,911
44.42219685728074,1475,908
44.455521836168415,1504,905
44.4888468150561,1528,901
44.522171793943784,1548,898
44.55549677283147,1563,895
44.588821751719145,1573,894
44.62214673060683,1578,893
44.65547170949451,1577,893
44.6887966883822,1571,894
44.722121667269874,1560,895
44.75544664615756,1543,898
44.78877162504524,1523,902
44.82209660393293,1497,905
44.855421582820604,1468,909
44.88874656170829,1435,911
44.92207154059597,1400,914
44.95539651948366,1362,916
44.98872149837133,1323,918
45.02204647725902,1284,918
45.0553714561467,1244,918
45.088696435034386,1205,916
45.12202141392207,1167,914
45.15534639280975,1131,911
45.18867137169743,1098,907
45.221996350585115,1068,904
45.2553213294728,1042,900
45.28864630836048,1019,896
45.32197128724816,1001,893
45.355296266135845,987,892
45.38862124502353,978,890
45.421946223911206,974,890
45.45527120279889,975,890
45.488596181686574,981,891
45.52192116057426,991,893
45.555246139461936,1007,896
45.58857111834962,1027,899
45.621896097237304,1051,903
45.65522107612499,1079,907
45.68854605501267,1110,909
45.72187103390035,1144,913
45.75519601278803,1181,916
45.78852099167572,1219,918
45.8218459705634,1259,919
45.85517094945108,1299,919
45.88849592833876,1338,918
45.92182090722645,1377,916
45.95514588611413,1413,914
45.98847086500181,1448,911
46.02179584388949,1479,908
46.05512082277718,1506,904
46.08844580166486,1529,901
46.12177078055254,1548,898
46.15509575944022,1563,895
46.188420738327906,1572,894
46.22174571721559,1576,893
46.25507069610327,1575,893
46.28839567499095,1568,894
46.321720653878636,1556,896
46.35504563276632,1538,899
46.388370611654004,1517,902
46.42169559054168,1491,906
46.455020569429365,1462,909
46.48834554831705,1429,912
46.52167052720473,1393,915
46.55499550609241,1356,917
46.588320484980095,1317,918
46.62164546386778,1277,918
46.65497044275546,1238,918
46.68829542164314,1199,916
46.721620400530824,1162,914
46.75494537941851,1126,911
46.78827035830619,1095,907
46.82159533719387,1065,903
46.854920316081554,1039,899
46.88824529496924,1017,896
46.92157027385692,1000,893
46.954895252744606,987,892
46.98822023163228,979,891
47.02154521051997,976,890
47.05487018940765,978,890
47.088195168295336,984,893
47.12152014718301,995,894
47.1548451260707,1011,897
47.18817010495838,1032,899
47.221495083846065,1056,903
47.25482006273374,1085,907
47.288145041621426,1116,912
47.32147002050911,1151,915
47.354794999396795,1188,916
47.38811997828447,1226,918
47.421444957172156,1265,919
47.45476993605984,1305,919
47.488094914947524,1344,918
47.5214198938352,1382,916
47.554744872722885,1418,914
47.58806985161057,1451,911
47.621394830498254,1482,907
47.65471980938594,1508,904
47.688044788273615,1531,901
47.7213697671613,1549,898
47.75469474604898,1563,895
47.78801972493667,1571,894
47.821344703824344,1574,893
47.85466968271203,1572,894
47.88799466159971,1564,895
47.9213196404874,1551,897
47.954644619375074,1533,900
47.98796959826276,1511,903
48.02129457715044,1485,906
48.054619556038126,1455,909
48.0879445349258,1422,912
48.12126951381349,1386,915
48.15459449270117,1349,917
48.187919471588856,1310,918
48.22124445047654,1271,918
48.25456942936422,1232,917
48.2878944082519,1193,916
48.321219387139585,1157,913
48.35454436602727,1122,910
48.38786934491495,1091,906
48.42119432380263,1062,903
48.454519302690315,1037,899
48.487844281578,1016,896
48.521169260465676,1000,893
48.55449423935336,988,892
48.587819218241044,980,891
48.62114419712873,978,891
48.654469176016406,980,891
48.68779415490409,987,893
48.721119133791774,999,895
48.75444411267946,1016,896
48.787769091567135,1037,900
48.82109407045482,1062,905
48.8544190493425,1091,907
48.88774402823019,1122,912
48.92106900711787,1157,914
48.95439398600555,1194,917
48.98771896489323,1233,918
49.02104394378092,1272,919
49.0543689226686,1311,919
49.08769390155628,1350,918
49.12101888044396,1387,916
49.15434385933165,1422,913
49.18766883821933,1455,910
49.22099381710701,1485,907
49.25431879599469,1510,904
49.287643774882376,1532,900
49.32096875377006,1549,898
49.35429373265774,1562,895
49.38761871154542,1569,894
49.420943690433106,1572,894
49.45426866932079,1568,894
49.487593648208474,1560,895
49.52091862709615,1546,898
49.554243605983835,1528,900
49.58756858487152,1506,904
49.6208935637592,1479,907
49.65421854264688,1449,910
49.687543521534565,1415,913
49.72086850042225,1380,915
49.75419347930993,1342,917
49.78751845819761,1304,918
49.820843437085294,1265,918
49.85416841597298,1226,917
49.88749339486066,1188,915
49.92081837374834,1152,913
49.954143352636024,1118,910
49.98746833152371,1087,907
50.02079331041139,1059,903
50.054118289299076,1035,900
50.08744326818675,1015,896
50.12076824707444,999,895
50.15409322596212,988,893
50.187418204849806,982,893
50.22074318373748,980,893
50.25406816262517,983,893
50.28739314151285,991,893
50.320718120400535,1004,894
50.35404309928821,1021,897
50.387368078175896,1042,900
50.42069305706358,1068,904
50.454018035951265,1097,909
50.48734301483894,1129,912
50.520667993726626,1164,915
50.55399297261431,1201,918
50.587317951501994,1239,919
50.62064293038967,1278,919
50.653967909277355,1317,919
50.68729288816504,1355,918
50.720617867052724,1392,915
50.75394284594041,1427,913
50.787267824828085,1459,910
50.82059280371577,1487,907
50.85391778260345,1512,903
50.88724276149114,1533,900
50.920567740378814,1550,897
50.9538927192665,1561,895
50.98721769815418,1568,895
51.02054267704187,1569,894
51.053867655929544,1565,895
51.08719263481723,1556,896
51.12051761370491,1542,898
51.153842592592596,1523,901
51.18716757148027,1500,904
51.22049255036796,1473,907
51.25381752925564,1442,910
51.287142508143326,1409,913
51.32046748703101,1373,916
51.35379246591869,1336,917
51.38711744480637,1297,918
51.420442423694055,1259,918
51.45376740258174,1220,917
51.48709238146942,1183,915
51.5204173603571,1147,913
51.553742339244785,1114,909
51.58706731813247,1084,906
51.620392297020146,1057,902
51.65371727590783,1033,898
51.687042254795514,1014,895
51.7203672336832,999,893
51.753692212570876,989,892
51.78701719145856,983,891
51.820342170346244,982,892
51.85366714923393,986,892
51.886992128121605,995,894
51.92031710700929,1008,896
51.95364208589697,1026,898
51.98696706478466,1048,902
52.02029204367234,1074,905
52.05361702256002,1103,909
52.0869420014477,1135,912
52.12026698033539,1170,915
52.15359195922307,1207,917
52.18691693811075,1245,919
52.22024191699843,1284,919
52.25356689588612,1323,919
52.2868918747738,1360,917
52.32021685366148,1397,915
52.35354183254916,1431,912
52.386866811436846,1462,909
52.42019179032453,1490,906
52.45351676921221,1514,903
52.48684174809989,1534,900
52.520166726987576,1550,898
52.55349170587526,1561,896
52.586816684762944,1566,895
52.62014166365062,1567,895
52.653466642538305,1562,895
52.68679162142599,1552,896
52.72011660031367,1537,899
52.75344157920135,1518,902
52.786766558089035,1494,905
52.82009153697672,1467,908
52.8534165158644,1436,911
52.88674149475208,1402,914
52.920066473639764,1366,916
52.95339145252745,1329,917
52.98671643141513,1291,918
53.02004141030281,1252,918
53.053366389190494,1214,917
53.08669136807818,1177,915
53.12001634696586,1142,912
53.15334132585354,1110,909
53.18666630474122,1081,905
53.21999128362891,1054,902
53.25331626251659,1032,898
53.286641241404276,1013,895
53.31996622029195,999,893
53.35329119917964,989,893
53.38661617806732,985,892
53.419941156955005,984,892
53.45326613584268,989,893
53.486591114730366,998,894
53.51991609361805,1012,897
53.553241072505735,1031,900
53.58656605139341,1053,904
53.619891030281096,1080,908
53.65321600916878,1110,911
53.686540988056464,1142,913
53.71986596694414,1177,916
53.753190945831825,1214,918
53.78651592471951,1252,919
53.819840903607194,1290,919
53.85316588249488,1328,918
53.886490861382555,1366,917
53.91981584027024,1401,915
53.95314081915792,1435,912
53.98646579804561,1465,909
54.019790776933284,1493,906
54.05311575582097,1516,903
54.08644073470865,1535,900
54.11976571359634,1550,897
54.153090692484014,1560,896
54.1864156713717,1565,895
54.21974065025938,1564,895
54.253065629147066,1559,896
54.28639060803474,1548,897
54.31971558692243,1532,900
54.35304056581011,1512,902
54.386365544697796,1488,905
54.41969052358547,1460,909
54.45301550247316,1429,912
54.48634048136084,1396,914
54.519665460248525,1360,916
54.55299043913621,1322,917
54.58631541802389,1284,918
54.61964039691157,1246,918
54.652965375799255,1209,916
54.68629035468694,1172,914
54.719615333574616,1138,912
54.7529403124623,1106,908
54.786265291349984,1077,905
54.81959027023767,1052,901
54.852915249125346,1030,898
54.88624022801303,1012,895
54.919565206900714,999,893
54.9528901857884,990,893
54.986215164676075,986,892
55.01954014356376,987,892
55.05286512245144,992,894
55.08619010133913,1002,895
55.11951508022681,1017,898
55.15284005911449,1036,902
55.18616503800217,1059,903
55.21949001688986,1086,908
55.25281499577754,1116,912
55.28613997466522,1148,915
55.3194649535529,1183,916
55.35278993244059,1220,918
55.38611491132827,1258,919
55.41943989021595,1296,919
55.45276486910363,1334,918
55.486089847991316,1371,917
55.519414826879,1406,914
55.55273980576668,1439,912
55.58606478465436,1469,910
55.619389763542046,1495,905
55.65271474242973,1517,902
55.686039721317414,1536,900
55.71936470020509,1550,897
55.752689679092775,1559,896
55.78601465798046,1563,895
55.81933963686814,1561,895
55.85266461575582,1555,896
55.885989594643505,1544,897
55.91931457353119,1527,900
55.95263955241887,1507,903
55.98596453130655,1482,906
56.019289510194234,1454,909
56.05261448908192,1423,912
56.0859394679696,1389,915
56.11926444685728,1353,916
56.152589425744964,1316,918
56.18591440463265,1278,918
56.21923938352033,1240,917
56.25256436240801,1203,916
56.28588934129569,1167,914
56.31921432018338,1133,911
56.35253929907106,1103,908
56.385864277958746,1074,904
56.41918925684642,1049,901
56.45251423573411,1028,898
56.48583921462179,1011,896
56.519164193509475,999,894
56.55248917239715,991,893
56.585814151284836,988,893
56.61913913017252,989,893
56.652464109060205,995,894
56.68578908794788,1006,896
56.719114066835566,1021,898
56.75243904572325,1041,900
56.785764024610934,1064,904
56.81908900349861,1091,907
56.852413982386295,1122,910
56.88573896127398,1154,914
56.919063940161664,1190,916
56.95238891904935,1226,918
56.985713897937025,1264,919
57.01903887682471,1302,919
57.05236385571239,1340,918
57.08568883460008,1376,916
57.119013813487754,1410,914
57.15233879237544,1442,911
57.18566377126312,1471,908
57.21898875015081,1497,905
57.252313729038484,1519,902
57.28563870792617,1536,899
57.31896368681385,1550,897
57.352288665701536,1558,896
57.38561364458921,1561,895
57.4189386234769,1559,896
57.45226360236458,1551,897
57.485588581252266,1539,898
57.51891356013994,1522,901
57.55223853902763,1501,904
57.58556351791531,1477,907
57.618888496802995,1448,910
57.65221347569068,1416,913
57.68553845457836,1382,915
57.71886343346604,1347,917
57.752188412353725,1310,918
57.78551339124141,1272,918
57.818838370129086,1234,917
57.85216334901677,1198,916
57.885488327904454,1162,914
57.91881330679214,1129,911
57.952138285679816,1099,907
57.9854632645675,1071,904
58.018788243455184,1047,901
58.05211322234287,1027,898
58.085438201230545,1011,897
58.11876318011823,999,895
58.15208815900591,992,894
58.1854131378936,990,893
58.21873811678128,992,894
58.25206309566896,998,895
58.28538807455664,1010,897
58.31871305344433,1026,900
58.35203803233201,1046,902
58.38536301121969,1070,906
58.41868799010737,1097,908
58.45201296899506,1128,912
58.48533794788274,1161,914
58.51866292677042,1196,917
58.5519879056581,1233,918
58.585312884545786,1270,919
58.61863786343347,1308,919
58.65196284232115,1345,918
58.68528782120883,1381,916
58.718612800096516,1415,914
58.7519377789842,1446,911
58.78526275787188,1474,908
58.81858773675956,1499,905
58.851912715647245,1520,902
58.88523769453493,1537,899
58.91856267342261,1549,897
58.95188765231029,1556,896
58.985212631197975,1558,895
59.01853761008566,1556,896
59.05186258897334,1548,897
59.08518756786102,1535,899
59.118512546748704,1517,901
59.15183752563639,1496,904
59.18516250452407,1471,907
59.21848748341175,1442,910
59.25181246229943,1410,913
59.28513744118712,1376,915
59.3184624200748,1340,917
59.35178739896248,1303,918
59.38511237785016,1266,918
59.41843735673785,1229,917
59.45176233562553,1192,915
59.485087314513216,1158,913
59.51841229340089,1125,910
59.55173727228858,1095,907
59.58506225117626,1068,904
59.618387230063945,1045,901
59.65171220895162,1026,897
59.685037187839306,1010,896
59.71836216672699,999,894
59.751687145614675,993,893
59.78501212450235,991,893
59.818337103390036,994,894
59.85166208227772,1001,895
59.884987061165404,1014,897
59.91831204005308,1030,899
59.951637018940765,1051,902
59.98496199782845,1075,905
60.01828697671613,1103,908
60.05161195560381,1134,912
60.084936934491495,1167,915
60.11826191337918,1202,917
60.15158689226686,1239,918
60.18491187115455,1276,919
60.218236850042224,1314,919
60.25156182892991,1350,917
60.28488680781759,1386,916
60.31821178670528,1419,913
60.351536765592954,1450,910
60.38486174448064,1477,907
60.41818672336832,1501,904
60.451511702256006,1522,902
60.48483668114368,1538,899
60.51816166003137,1549,897
60.55148663891905,1555,896
60.584811617806736,1557,896
60.61813659669441,1553,896
60.6514615755821,1544,897
60.68478655446978,1531,899
60.718111533357465,1513,902
60.75143651224515,1491,905
60.78476149113283,1465,908
60.81808647002051,1436,911
60.851411448908195,1404,913
60.88473642779588,1370,915
60.918061406683556,1334,917
60.95138638557124,1297,918
60.984711364458924,1260,918
61.01803634334661,1223,917
61.051361322234285,1187,915
61.08468630112197,1153,913
61.118011280009654,1121,910
61.15133625889734,1092,907
61.184661237785015,1066,903
61.2179862166727,1043,900
61.25131119556038,1024,898
61.28463617444807,1010,895
61.31796115333575,1000,894
61.35128613222343,994,894
